	award.type	award.value	person.type	person.value	birthday.datatype	birthday.type	birthday.value	date.datatype	date.type	date.value	prizemoney.datatype	prizemoney.type	prizemoney.value	personLabel.xml:lang	personLabel.type	personLabel.value	awardLabel.xml:lang	awardLabel.type	awardLabel.value	genderLabel.xml:lang	genderLabel.type	genderLabel.value	birthplaceLabel.xml:lang	birthplaceLabel.type	birthplaceLabel.value	forWork.type	forWork.value	forWorkLabel.xml:lang	forWorkLabel.type	forWorkLabel.value	wiki.id
81	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q80064	http://www.w3.org/2001/XMLSchema#dateTime	literal	1905-07-25T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	1000000	en	literal	Elias Canetti	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Ruse						Q80064
82	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q5878	http://www.w3.org/2001/XMLSchema#dateTime	literal	1927-03-06T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1982-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	1150000	en	literal	Gabriel García Márquez	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Aracataca						Q5878
83	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q44183	http://www.w3.org/2001/XMLSchema#dateTime	literal	1911-09-19T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1983-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	1500000	en	literal	William Golding	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Newquay						Q44183
84	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q102483	http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-09-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1984-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	1650000	en	literal	Jaroslav Seifert	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Prague						Q102483
85	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q102483	http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-09-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1984-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	1650000	en	literal	Jaroslav Seifert	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Žižkov						Q102483
86	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q131549	http://www.w3.org/2001/XMLSchema#dateTime	literal	1913-10-10T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1985-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	1800000	en	literal	Claude Simon	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Antananarivo						Q131549
87	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q41488	http://www.w3.org/2001/XMLSchema#dateTime	literal	1934-07-13T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1986-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	2000000	en	literal	Wole Soyinka	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Abeokuta						Q41488
88	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q862	http://www.w3.org/2001/XMLSchema#dateTime	literal	1940-05-24T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1987-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	2175000	en	literal	Joseph Brodsky	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Saint Petersburg						Q862
89	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q7176	http://www.w3.org/2001/XMLSchema#dateTime	literal	1911-12-11T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1988-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	2500000	en	literal	Najib Mahfouz	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Cairo						Q7176
90	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q132589	http://www.w3.org/2001/XMLSchema#dateTime	literal	1916-05-11T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1989-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	3000000	en	literal	Camilo José Cela	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Iria Flavia						Q132589
91	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q46739	http://www.w3.org/2001/XMLSchema#dateTime	literal	1914-03-31T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1990-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	4000000	en	literal	Octavio Paz	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Mexico City						Q46739
92	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q47619	http://www.w3.org/2001/XMLSchema#dateTime	literal	1923-11-20T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1991-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	6000000	en	literal	Nadine Gordimer	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Springs						Q47619
93	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q132701	http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-01-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1992-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	6500000	en	literal	Derek Walcott	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Castries						Q132701
94	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q72334	http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-02-18T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1993-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	6700000	en	literal	Toni Morrison	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Lorain						Q72334
95	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q80095	http://www.w3.org/2001/XMLSchema#dateTime	literal	1935-01-31T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1994-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7000000	en	literal	Kenzaburō Ōe	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Ōse						Q80095
96	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q93356	http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-04-13T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1995-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7200000	en	literal	Seamus Heaney	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Castledawson						Q93356
97	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q42552	http://www.w3.org/2001/XMLSchema#dateTime	literal	1923-07-02T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1996-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7400000	en	literal	Wisława Szymborska	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Kórnik						Q42552
98	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q765	http://www.w3.org/2001/XMLSchema#dateTime	literal	1926-03-24T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7500000	en	literal	Dario Fo	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Sangiano						Q765
99	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q37060	http://www.w3.org/2001/XMLSchema#dateTime	literal	1922-11-16T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1998-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7600000	en	literal	José Saramago	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Azinhaga						Q37060
100	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q37060	http://www.w3.org/2001/XMLSchema#dateTime	literal	1922-11-16T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1998-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7600000	en	literal	José Saramago	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Golegã						Q37060
101	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q6538	http://www.w3.org/2001/XMLSchema#dateTime	literal	1927-10-16T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1999-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	7900000	en	literal	Günter Grass	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Free City of Danzig						Q6538
102	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q18143	http://www.w3.org/2001/XMLSchema#dateTime	literal	1940-01-04T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	9000000	en	literal	Gao Xingjian	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Ganxian District						Q18143
103	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q44593	http://www.w3.org/2001/XMLSchema#dateTime	literal	1932-08-17T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2001-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	V. S. Naipaul	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Chaguanas						Q44593
104	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q47755	http://www.w3.org/2001/XMLSchema#dateTime	literal	1929-11-09T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2002-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Imre Kertész	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Budapest						Q47755
105	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q43293	http://www.w3.org/2001/XMLSchema#dateTime	literal	1940-02-09T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2003-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	J. M. Coetzee	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Cape Town						Q43293
106	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q47243	http://www.w3.org/2001/XMLSchema#dateTime	literal	1946-10-20T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Elfriede Jelinek	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Mürzzuschlag						Q47243
107	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q41042	http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-10-10T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2005-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Harold Pinter	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	London						Q41042
108	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q241248	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-06-07T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2006-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Orhan Pamuk	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Istanbul						Q241248
109	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q40874	http://www.w3.org/2001/XMLSchema#dateTime	literal	1919-10-22T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2007-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Doris Lessing	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Kermanshah						Q40874
110	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q42037	http://www.w3.org/2001/XMLSchema#dateTime	literal	1940-04-13T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Jean-Marie Gustave Le Clézio	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Nice						Q42037
111	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q38049	http://www.w3.org/2001/XMLSchema#dateTime	literal	1953-08-17T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2009-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Herta Müller	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Nițchidorf						Q38049
112	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q39803	http://www.w3.org/2001/XMLSchema#dateTime	literal	1936-03-28T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2010-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Mario Vargas Llosa	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Arequipa						Q39803
113	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q42122	http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-04-15T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2011-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Tomas Tranströmer	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Stockholm						Q42122
114	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q8998	http://www.w3.org/2001/XMLSchema#dateTime	literal	1955-02-17T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2012-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	8000000	en	literal	Mo Yan	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Gaomi						Q8998
115	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q234819	http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-07-10T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2013-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	8000000	en	literal	Alice Munro	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Wingham						Q234819
116	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q222944	http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-07-30T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2014-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	8000000	en	literal	Patrick Modiano	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Boulogne-Billancourt						Q222944
117	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q274334	http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-05-31T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2015-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	8000000	en	literal	Svetlana Aleksievich	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Ivano-Frankivsk						Q274334
118	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q392	http://www.w3.org/2001/XMLSchema#dateTime	literal	1941-05-24T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2016-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	8000000	en	literal	Bob Dylan	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Duluth						Q392
119	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q272855	http://www.w3.org/2001/XMLSchema#dateTime	literal	1954-11-08T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2017-01-01T00:00:00Z				en	literal	Kazuo Ishiguro	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Nagasaki						Q272855
120	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q254032	http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-01-29T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2018-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	9000000	en	literal	Olga Tokarczuk	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Sulechów						Q254032
121	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q44107	http://www.w3.org/2001/XMLSchema#dateTime	literal	1942-12-06T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2019-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	9000000	en	literal	Peter Handke	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Griffen						Q44107
122	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q2344210	http://www.w3.org/2001/XMLSchema#dateTime	literal	1943-04-22T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	2020-01-01T00:00:00Z				en	literal	Louise Glück	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	New York City						Q2344210
123	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q317877				http://www.w3.org/2001/XMLSchema#dateTime	literal	2021-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	10000000	en	literal	Pungkula solav	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Zanzibar						Q317877
